"PC.position.Mirror" "Official.name.of.position" "ROC ID" "V2" "V3" "V4" "V5" "V6" "V_Digi" "V_Ana" "PC.port" "isOdd" "direct meas. (V)" "DCU meas. (LSB)" "DCU meas. (V)" "DCU* meas. (V)" "Va1 direct meas. (V)" "Va1 DCU meas. (LSB)" "Va1 DCU meas. (V)" "Va1 DCU* meas. (V)" "Vd1 direct meas. (V)" "Vd1 DCU meas. (LSB)" "Vd1 DCU meas. (V)" "Vd1 DCU* meas. (V)" "Va2 direct meas. (V)" "Va2 DCU meas. (LSB)" "Va2 DCU meas. (V)" "Va2 DCU* meas. (V)" "Vd2 direct meas. (V)" "Vd2 DCU meas. (LSB)" "Vd2 DCU meas. (V)" "Vd2 DCU* meas. (V)" "Va_final direct meas. (V)" "Va_final DCU* meas. (V)" "Vd_final direct meas. (V)" "Vd_final DCU* meas. (V)" "Diff_Vd_DCU* means. (V)" "Diff_Va_DCU* means. (V)"
"76" "B3C" "FPix_BpO_D3_BLD12_PNL1_RNG2_ROC0" 2224 172 116 140 144 107 2.95027777777778 1.98972222222222 3 1 "" "" "0" "" NA "" "0" NA NA "" "0" NA NA "" "0" NA NA "" "0" NA NA NA NA NA NA NA
"77" "B3C" "FPix_BpO_D3_BLD11_PNL1_RNG2_ROC0" 2176 178 118 143 149 99 2.95073825503356 1.95610738255034 5 1 "" "" "0" "" NA "" "0" NA NA "" "0" NA NA "" "0" NA NA "" "0" NA NA NA NA NA NA NA
"78" "B3D" "FPix_BpO_D3_BLD14_PNL1_RNG2_ROC0" 2288 178 120 140 150 91 2.93106666666667 1.976 7 1 "" "" "0" "" NA "" "0" NA NA "" "0" NA NA "" "0" NA NA "" "0" NA NA NA NA NA NA NA
"79" "B3D" "FPix_BpO_D3_BLD11_PNL1_RNG1_ROC0" 2160 172 114 139 142 92 2.99183098591549 1.98295774647887 2 0 "" "" "0" "" NA "" "0" NA NA "" "0" NA NA "" "0" NA NA "" "0" NA NA NA NA NA NA NA
"80" "B3D" "FPix_BpO_D3_BLD10_PNL1_RNG1_ROC0" 2096 168 113 134 140 93 2.964 1.99364285714286 4 0 "" "" "0" "" NA "" "0" NA NA "" "0" NA NA "" "0" NA NA "" "0" NA NA NA NA NA NA NA
"81" "B3D" "FPix_BpO_D3_BLD17_PNL1_RNG2_ROC0" 2384 186 124 146 156 96 2.945 1.96333333333333 1 1 "" "" "0" "" NA "" "0" NA NA "" "0" NA NA "" "0" NA NA "" "0" NA NA NA NA NA NA NA
"82" "B3D" "FPix_BpO_D3_BLD16_PNL1_RNG2_ROC0" 2352 172 114 132 142 77 2.99183098591549 1.98295774647887 3 1 "" "" "0" "" NA "" "0" NA NA "" "0" NA NA "" "0" NA NA "" "0" NA NA NA NA NA NA NA
"83" "B3D" "FPix_BpO_D3_BLD15_PNL1_RNG2_ROC0" 2320 176 116 141 147 85 2.95727891156463 1.9491156462585 5 1 "" "" "0" "" NA "" "0" NA NA "" "0" NA NA "" "0" NA NA "" "0" NA NA NA NA NA NA NA
"84" "B3D" "FPix_BpO_D3_BLD9_PNL1_RNG1_ROC0" 2032 184 122 143 152 92 2.99 1.9825 6 0 "" "" "0" "" NA "" "0" NA NA "" "0" NA NA "" "0" NA NA "" "0" NA NA NA NA NA NA NA
"85" "T1A" "FPix_BpO_D1_BLD3_PNL2_RNG2_ROC0" 144 172 115 137 143 94 2.97090909090909 1.98636363636364 3 1 "2.52" "2.689" "2.4201" "2.514813765" 2.45 "2.621" "2.3589" 2.451218623 3.43 "3.65" "3.285" 3.413562753 2.45 "2.601" "2.3409" 2.364407186 3.48 "3.712" "3.3408" 3.471546559 2.45 2.451218623 3.43 3.413562753 0.442653662090909 0.464854986636363
"86" "T1A" "FPix_BpO_D1_BLD4_PNL2_RNG2_ROC0" 208 186 123 141 153 84 3.00274509803922 1.9856862745098 1 1 "2.52" "2.689" "2.4201" "2.514813765" 2.45 "2.621" "2.3589" 2.451218623 3.43 "3.65" "3.285" 3.413562753 2.45 "2.601" "2.3409" 2.364407186 3.48 "3.712" "3.3408" 3.471546559 2.45 2.451218623 3.43 3.413562753 0.410817654960784 0.465532348490196
"87" "T1A" "FPix_BpO_D1_BLD2_PNL2_RNG1_ROC0" NA NA NA NA NA NA NA NA 4 0 "2.52" "2.689" "2.4201" "2.514813765" 2.45 "2.621" "2.3589" 2.451218623 3.43 "3.65" "3.285" 3.413562753 2.45 "2.601" "2.3409" 2.364407186 3.48 "3.712" "3.3408" 3.471546559 2.45 2.364407186 3.48 3.471546559 NA NA
